-2065,-39,36,0,3,-3,171,60,82
-2065,-41,37,0,3,-2,171,58,80
-2064,-39,36,0,2,-3,172,60,80
-2065,-42,34,1,3,-2,172,60,80
-2064,-41,34,0,3,-2,172,58,82
-2065,-42,35,0,3,-2,172,58,82
-2064,-40,36,0,3,-1,172,58,82
-2065,-39,33,0,2,-2,171,58,80
-2065,-40,35,0,2,-3,172,58,80
-2064,-41,37,0,2,-1,173,60,82
-2064,-39,33,0,3,-1,172,58,82
-2066,-40,33,0,3,-2,172,60,82
-2062,-43,32,-1,4,-3,170,60,80
-2067,-40,38,-1,3,-2,171,60,82
-2064,-42,34,0,3,-1,172,60,80
-2065,-38,34,-1,3,-2,173,60,80
-2067,-36,35,0,3,-2,173,58,82
-2063,-43,35,0,3,-3,173,58,80
-2064,-39,34,-1,3,-2,172,58,82
-2064,-42,35,0,3,-1,172,60,80
-2065,-40,34,0,3,-3,172,60,80
-2066,-40,35,0,2,-2,171,60,80
-2062,-41,35,0,3,-2,172,58,82
-2064,-42,36,-1,3,-2,172,58,80
-2063,-38,36,0,3,-2,171,58,80
-2063,-39,35,0,3,-1,172,58,82
-2064,-42,34,0,2,-2,172,60,80
-2065,-41,37,0,3,-2,171,60,80
-2065,-40,35,-1,3,-2,171,58,80
-2066,-42,35,0,3,-3,171,58,82
-2065,-39,32,0,3,-1,173,60,82
-2065,-39,34,0,2,-2,173,60,80
-2065,-41,33,-1,3,-2,173,58,80
-2063,-41,34,0,4,-2,172,58,80
-2066,-37,31,0,4,-3,170,58,80
-2064,-37,33,0,3,-2,172,58,80
-2065,-39,35,0,3,-2,172,60,82
-2067,-40,32,0,3,-3,173,58,80
-2064,-40,33,-1,3,-1,171,60,80
-2065,-40,34,0,4,-2,171,60,80
-2067,-42,37,0,2,-2,171,58,82
-2066,-40,37,-1,3,-2,171,60,80
-2066,-41,33,0,3,-2,173,60,80
-2065,-40,33,-1,3,-2,172,58,82
-2065,-38,35,0,3,-2,172,60,80
-2064,-41,34,0,3,-2,171,58,82
-2065,-39,36,0,3,-2,172,60,82
-2065,-39,33,0,3,-2,171,58,82
-2065,-39,36,0,4,-2,172,60,82
-2065,-41,35,0,3,-2,172,58,82
-2066,-41,33,-1,4,-3,171,60,80
-2065,-39,36,0,3,-2,171,58,82
-2067,-41,36,0,2,-2,171,58,82
-2065,-41,35,0,3,-1,172,58,82
-2065,-43,36,0,3,-2,172,60,80
-2065,-41,35,0,2,-2,171,58,80
-2066,-41,35,0,3,-2,172,58,82
-2066,-38,37,-1,3,-2,172,58,80
-2066,-43,34,0,3,-2,172,60,82
-2065,-39,35,0,3,-2,172,60,82
-2067,-39,31,-1,3,-2,172,58,80
-2066,-37,33,-1,3,-2,173,58,80
-2066,-41,34,0,2,-2,173,58,82
-2065,-40,35,0,3,-2,172,60,82
-2068,-37,32,0,3,-2,172,58,82
-2064,-40,32,0,2,-2,171,58,82
-2065,-40,35,0,2,-2,171,60,82
-2065,-41,37,-1,2,-3,172,58,82
-2064,-43,35,0,3,-2,172,58,82
-2065,-42,36,-1,4,-2,172,60,82
-2065,-39,36,1,2,-3,172,60,82
-2066,-39,34,0,3,-1,171,60,80
-2067,-41,36,0,3,-2,171,60,80
-2065,-42,36,0,3,-2,172,60,82
-2067,-42,38,-1,3,-3,172,58,82
-2065,-41,37,0,3,-3,171,58,82
-2065,-42,38,0,3,-2,172,58,80
-2065,-40,34,0,3,-2,171,58,80
-2064,-39,33,0,3,-2,171,58,80
-2065,-39,34,0,3,-2,171,58,82
-2066,-35,35,-1,3,-2,171,58,80
-2065,-39,38,0,3,-2,172,60,80
-2067,-37,33,0,2,-2,173,58,80
-2064,-39,33,0,2,-2,171,58,82
-2066,-39,33,-1,3,-2,171,58,80
-2066,-40,34,0,3,-2,173,60,80
-2065,-39,34,0,2,-2,171,58,82
-2065,-41,36,0,2,-2,171,58,82
-2068,-40,35,0,3,-2,172,58,82
-2065,-41,33,0,3,-2,172,60,80
-2067,-43,33,-1,2,-2,172,58,80
-2067,-41,34,0,3,-2,172,60,80
-2065,-39,32,0,3,-2,173,58,82
-2065,-42,37,-1,2,-2,171,58,82
-2066,-40,34,-1,3,-2,173,58,80
-2065,-37,36,0,3,-2,172,58,80
-2066,-40,35,0,3,-2,171,58,82
-2065,-41,35,0,2,-2,171,60,82
-2066,-39,34,0,2,-2,171,60,80
-2066,-41,33,0,3,-2,173,58,82
-2067,-39,33,-1,3,-3,172,58,82
-2067,-41,35,0,2,-3,172,58,82
-2065,-39,33,0,3,-1,173,60,82
-2066,-38,34,0,2,-2,171,58,80
-2064,-41,35,0,3,-2,172,58,82
-2066,-41,36,0,3,-2,171,58,80
-2065,-41,34,0,3,-2,173,58,82
-2065,-39,33,0,3,-2,172,58,82
-2066,-40,37,0,2,-2,171,58,80
-2067,-41,35,0,2,-3,172,58,80
-2066,-40,35,-1,2,-2,171,58,82
-2065,-40,33,0,3,-3,172,58,80
-2065,-42,36,0,2,-2,172,58,80
-2065,-41,35,-1,2,-2,172,60,80
-2066,-40,34,0,3,-2,171,60,80
-2066,-41,37,0,2,-3,171,58,82
-2067,-41,34,-1,3,-2,171,58,82
-2066,-39,35,0,3,-3,173,60,82
-2066,-40,36,0,2,-2,171,60,80
-2065,-39,33,-1,3,-2,172,60,82
-2064,-41,31,0,3,-2,170,58,80
-2065,-41,36,1,3,-1,172,60,80
-2065,-39,33,0,3,-2,172,58,80
-2065,-40,36,-1,3,-2,173,60,80
-2065,-41,34,1,3,-2,172,58,80
-2065,-41,34,0,3,-2,171,60,82
-2066,-40,36,0,3,-2,171,60,82
-2066,-41,34,0,2,-2,172,58,80
-2065,-40,34,0,3,-2,172,58,80
-2066,-42,35,0,3,-2,173,58,82
-2064,-40,33,0,3,-2,172,58,82
-2062,-40,35,0,3,-2,171,60,82
-2064,-42,34,0,3,-3,171,58,82
-2065,-41,38,0,3,-2,172,58,80
-2064,-38,35,0,3,-1,170,58,80
-2065,-42,34,0,3,-2,171,60,80
-2066,-40,34,0,2,-2,171,58,80
-2066,-40,33,0,3,-2,171,60,80
-2066,-41,35,0,4,-2,171,58,80
-2064,-38,34,1,2,-2,172,60,80
-2066,-42,33,0,4,-2,172,60,80
-2065,-39,37,0,3,-2,173,60,82
-2064,-40,33,-1,3,-2,171,60,80
-2065,-43,34,0,2,-2,171,58,80
-2065,-44,34,0,3,-2,172,58,82
-2065,-40,33,-1,3,-3,172,58,80
-2066,-39,34,0,3,-2,172,58,82
-2065,-40,35,0,4,-2,172,60,80
-2066,-41,33,-1,2,-1,171,58,80
-2064,-39,34,0,3,-1,172,60,82
-2065,-39,31,0,3,-2,172,58,80
-2067,-42,33,0,2,-2,171,60,82
-2065,-39,36,1,3,-2,172,60,82
-2064,-37,34,0,3,-2,171,60,82
-2067,-41,36,1,3,-2,172,60,80
-2065,-40,34,0,2,-1,172,60,82
-2065,-40,35,-1,3,-2,171,58,82
-2064,-41,35,0,2,-1,172,58,82
-2065,-40,35,0,3,-3,172,60,82
-2063,-41,36,0,3,-2,172,60,80
-2065,-40,35,0,2,-2,171,58,80
-2066,-40,34,0,3,-3,172,58,82
-2065,-44,34,-1,3,-2,172,58,80
-2064,-40,34,-1,4,-3,172,58,80
-2065,-41,34,0,3,-1,172,60,82
-2067,-42,34,-1,3,-2,171,60,82
-2066,-42,36,-1,3,-2,172,60,82
-2065,-39,35,-1,3,-3,172,58,80
-2064,-38,36,0,3,-2,171,58,82
-2065,-42,34,0,3,-2,172,60,82
-2067,-38,32,0,3,-2,171,60,80
-2065,-38,34,-1,3,-3,171,60,80
-2066,-40,34,0,3,-2,171,60,82
-2064,-39,37,-1,3,-2,171,58,80
-2064,-40,34,-1,2,-2,171,56,82
-2064,-40,34,1,2,-2,172,58,80
-2066,-40,34,0,3,-2,171,60,80
-2064,-42,37,-1,3,-2,172,58,82
-2067,-41,36,0,3,-2,171,58,82
-2066,-43,33,-1,3,-2,172,60,82
-2064,-38,36,0,2,-3,172,60,80
-2065,-41,34,0,2,-2,172,60,82
-2064,-41,35,0,3,-1,172,60,82
-2064,-43,38,-1,3,-3,172,60,80
-2066,-43,33,-1,3,-2,171,58,82
-2065,-43,34,-1,4,-2,172,58,80
-2065,-39,33,0,3,-2,172,58,82
-2066,-42,36,0,3,-2,171,58,82
-2065,-40,32,0,3,-2,172,60,80
-2066,-40,33,-1,3,-3,170,60,82
-2066,-40,34,-1,3,-2,172,58,82
-2068,-41,37,0,3,-2,173,58,80
-2066,-41,32,0,3,-2,172,58,82
-2066,-42,35,0,4,-3,171,58,82
-2065,-39,34,-1,3,-2,171,60,80
-2068,-40,33,0,3,-2,171,58,82
-2063,-41,34,-1,3,-2,171,58,82
-2067,-38,35,0,3,-2,172,58,80
-2066,-39,33,0,3,-2,171,58,80
-2065,-39,34,0,3,-2,171,60,80
-2067,-39,34,0,2,-2,171,58,82
-2064,-41,31,0,3,-2,171,58,80
-2066,-39,36,0,2,-1,171,58,82
-2067,-41,34,0,3,-1,173,58,80
-2066,-38,34,0,3,-2,174,58,80
-2064,-41,35,0,2,-2,171,60,80
-2066,-42,33,0,3,-1,171,60,80
-2066,-40,32,-1,3,-2,171,58,80
-2065,-39,34,0,3,-3,172,58,82
-2064,-41,34,-1,3,-1,171,58,82
-2065,-39,34,0,4,-3,172,58,82
-2062,-41,34,0,3,-2,172,58,80
-2064,-39,32,-1,3,-1,171,58,82
-2063,-42,33,-1,3,-2,172,58,80
-2064,-40,33,0,4,-2,172,58,82
-2065,-40,35,0,2,-2,172,60,82
-2066,-40,35,1,3,-1,171,60,82
-2064,-40,34,0,3,-1,172,58,80
-2066,-40,36,-1,3,-2,172,58,80
-2066,-41,37,0,2,-2,171,58,80
