-1,2022,-19,-1,3,-2,20,-116,52
-1,2021,-16,0,2,-2,21,-118,52
1,2024,-5,-1,3,-2,21,-116,52
-2,2022,-11,1,2,-2,22,-116,52
4,2022,-15,-1,3,-2,21,-116,52
-1,2021,-18,0,3,-2,21,-118,52
0,2022,-13,1,2,-2,20,-118,52
3,2023,-14,0,2,-2,20,-118,52
-2,2022,-17,0,2,-2,21,-118,52
0,2020,-13,0,2,-2,20,-118,50
0,2021,-14,0,2,-2,20,-118,52
3,2024,-14,-1,3,-2,21,-118,52
-1,2023,-15,-1,2,-2,20,-118,52
2,2022,-15,-1,2,-1,20,-116,50
3,2022,-14,0,2,-2,21,-118,52
2,2021,-11,0,3,-2,21,-116,52
1,2022,-15,1,2,-2,20,-116,52
1,2023,-16,-1,2,-1,21,-118,52
-1,2022,-13,0,3,-2,22,-118,52
0,2022,-16,0,2,-2,21,-116,52
-2,2021,-25,0,2,-2,22,-116,52
1,2023,-17,-1,3,-2,20,-116,52
3,2023,-15,1,3,-1,20,-116,52
-8,2021,-11,0,2,-1,20,-116,52
1,2022,-16,0,2,-2,21,-116,52
3,2021,-8,1,3,-1,20,-116,52
2,2021,-15,-1,2,-2,21,-118,52
1,2020,-19,0,3,-2,19,-116,50
-1,2022,-14,0,3,-2,21,-118,52
0,2022,-15,0,3,-2,21,-116,52
2,2020,-18,-1,3,-2,21,-118,52
4,2022,-15,0,2,-1,22,-116,52
-2,2021,-16,0,2,-2,21,-116,52
-2,2022,-16,0,3,-2,20,-118,52
-7,2021,-5,0,3,-2,20,-116,50
-4,2021,-19,0,2,-1,20,-118,52
4,2021,-20,0,2,-2,20,-116,52
-4,2023,-15,0,2,-2,21,-118,50
-1,2022,-16,0,2,-2,20,-118,50
4,2022,-14,0,2,-2,20,-118,52
0,2020,-16,0,3,-2,21,-116,50
1,2020,-9,0,3,-2,19,-116,52
-2,2021,-14,0,3,-2,21,-118,52
2,2022,-15,0,3,-2,20,-116,50
0,2022,-13,0,2,-2,21,-118,52
-1,2020,-15,0,2,-3,20,-116,52
-4,2022,-17,0,2,-2,20,-116,50
-2,2020,-11,-1,3,-2,19,-118,50
7,2022,-6,-2,1,-2,21,-118,52
-16,2022,-18,0,3,-2,20,-118,52
5,2024,-19,0,1,-1,21,-116,52
-7,2020,-14,0,2,-2,21,-116,52
13,2021,-19,-1,4,-2,21,-116,52
-14,2021,-23,-1,4,-3,21,-118,52
14,2020,-12,-1,3,-3,20,-118,52
-4,2022,-19,0,2,-2,20,-116,52
2,2022,-10,0,2,-2,21,-118,52
-1,2022,-22,0,3,-2,20,-116,50
-4,2021,-16,0,2,-2,21,-118,52
0,2022,-15,0,2,-1,20,-116,52
1,2021,-18,0,2,-2,21,-116,52
-2,2024,-15,0,3,-2,21,-116,52
1,2023,-17,-1,2,-2,21,-118,50
2,2023,-14,0,3,-2,21,-118,52
-2,2021,-16,0,2,-2,21,-116,52
-1,2022,-17,0,2,-2,21,-116,52
1,2022,-16,0,2,-2,20,-116,50
1,2022,-15,0,2,-2,20,-118,50
2,2023,-16,1,2,-2,20,-118,52
0,2022,-16,0,2,-1,21,-118,52
1,2023,-14,0,3,-2,21,-118,52
1,2022,-14,1,2,-2,21,-116,52
-2,2022,-14,0,2,-1,20,-118,52
0,2021,-10,0,2,-1,20,-118,52
1,2024,-16,0,2,-1,20,-118,50
-1,2022,-13,0,3,-2,20,-116,52
1,2021,-15,1,2,-2,20,-118,50
1,2022,-14,0,2,-2,20,-118,50
-2,2021,-12,0,2,-2,20,-118,52
-22,2017,-2,-1,3,-2,20,-116,52
13,2022,-21,-1,2,-2,20,-118,50
-7,2020,-11,0,2,-2,20,-118,50
-6,2017,-10,-1,3,-2,21,-116,52
1,2022,-18,0,3,-1,19,-118,52
-5,2018,-7,-1,3,-2,22,-116,50
4,2024,-17,0,2,-1,21,-116,50
-21,2019,-2,0,2,-2,20,-118,50
13,2027,-12,0,2,-2,21,-116,50
-7,2021,-3,0,3,-2,19,-116,50
-5,2021,-12,0,3,-2,21,-118,52
